1604978222603,1293,15,the+hunchback+of+notre+dame+1996,red+planet+2000,jacobs+ladder+1990,pale+rider+1985,shine+1996,ulees+gold+1997,wild+things+1998,bridget+joness+diary+2001,the+mask+of+zorro+1998,phone+booth+2002,robocop+3+1993,carrie+2002,iron+man+2008,moonstruck+1987,cant+buy+me+love+1987,the+big+chill+1983,safe+passage+1994,reindeer+games+2000,the+substitute+1996,the+naked+gun+33+the+final+insult+1994
1604978247282,11880,7,l.a.+confidential+1997,trainspotting+1996,lone+star+1996,the+spy+who+loved+me+1977,angelas+ashes+1999,the+secret+garden+1993,erin+brockovich+2000,from+dusk+till+dawn+1996,die+another+day+2002,the+last+samurai+2003,in+the+line+of+fire+1993,star+trek+first+contact+1996,aliens+1986,the+mask+of+zorro+1998,little+women+1994,demolition+man+1993,crash+2004,the+maltese+falcon+1941,to+wong+foo_+thanks+for+everything+julie+newmar+1995,dungeons++dragons+2000
